group	db_name	bins	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species
T0	T0_bin_21	bin_21	1946705	245	9526	47.02497319775521	83.09859154929578	5.633802816901408	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	UBA1172	UBA12202	UBA12202 sp016778985
T0	T0_bin_22	bin_22	1847887	73	38942	53.823045130671076	88.73239436619718	0.0	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	RS24	UBA7378	UBA7378 sp002469805
T0	T0_bin_23	bin_23	2786833	286	12734	48.758439504639085	74.64788732394366	7.042253521126761	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	
T0	T0_bin_24	bin_24	1252554	231	5833	46.012871477173334	52.11267605633803	2.816901408450704	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	RS24	Micropelagos	
T0	T0_bin_25	bin_25	1576489	246	7572	51.31111825571211	84.50704225352112	0.0	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA8317	UBA8317	UBA8317	UBA8317 sp002469865
T0	T0_bin_26	bin_26	1449114	252	6294	45.68718125911807	60.563380281690144	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	UBA10364	
T0	T0_bin_27	bin_27	2240588	379	6650	64.13108139695505	63.38028169014085	2.816901408450704	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	HTCC2089	RGAU01	RGAU01 sp016779385
T0	T0_bin_28	bin_28	2439744	284	10650	60.57426104076994	92.95774647887323	5.633802816901408	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	
T0	T0_bin_29	bin_29	1607326	293	6121	55.03180876404047	69.01408450704226	5.633802816901408	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	HIMB100	HIMB100 sp000238815
T0	T0_bin_3	bin_3	1875054	412	4651	58.867472190996374	67.6056338028169	2.816901408450704	Bacteria	Pseudomonadota	Alphaproteobacteria	UBA7985	UBA7985	UBA7985	UBA7985 sp002690455
T0	T0_bin_30	bin_30	1824676	312	6502	57.64469850834756	70.4225352112676	2.816901408450704	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	
T0	T0_bin_31	bin_31	1712080	200	10224	61.74485625920531	92.95774647887323	15.492957746478874	Bacteria	Cyanobacteriota	Cyanobacteriia	PCC-6307	Cyanobiaceae	RCC307	RCC307 sp000063525
T0	T0_bin_32	bin_32	1154822	275	4237	53.44467131587339	36.61971830985915	0.0	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Henriciella	Henriciella sp002172915
T0	T0_bin_33	bin_33	2319826	285	10077	54.881502579120614	59.15492957746479	1.408450704225352	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	MED-G116	MED-G116 sp004212735
T0	T0_bin_34	bin_34	2099589	193	14030	60.779727454404465	97.1830985915493	9.859154929577464	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	UBA8309 sp002457745
T0	T0_bin_35	bin_35	1657652	137	16492	40.729117394074876	94.36619718309859	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		
T0	T0_bin_36	bin_36	1028054	236	4460	47.02032108031808	56.33802816901409	7.042253521126761	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	UBA3478	UBA3478 sp018402205
T0	T0_bin_4	bin_4	1687987	184	11812	56.5499065719853	84.50704225352112	9.859154929577464	Bacteria	Pseudomonadota	Alphaproteobacteria	Parvibaculales	RS24	UBA7378	UBA7378 sp002689195
T0	T0_bin_5	bin_5	1987767	307	7565	52.49820864630188	76.05633802816901	12.67605633802817	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Halieaceae	Luminiphilus	Luminiphilus sp003331335
T0	T0_bin_6	bin_6	1578618	296	5838	47.626663507246484	54.929577464788736	2.816901408450704	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	JADHLI01	JADHLI01 sp016780775
T0	T0_bin_7	bin_7	1539689	251	6978	50.69437832781828	56.33802816901409	8.450704225352112	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	
T0	T0_bin_8	bin_8	1773027	238	9405	41.57961833530614	90.14084507042253	4.225352112676056	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	UBA1275	UBA1275 sp002457365
T0	T0_bin_9	bin_9	2494814	182	18394	56.8249697698396	63.38028169014085	2.816901408450704	Bacteria	Pseudomonadota	Alphaproteobacteria	Puniceispirillales	Puniceispirillaceae	UBA8309	UBA8309 sp016780765
